ACCESSION,DISPLAY_NAME,FILENAME,ASM_NAME,ASM_LENGTH,TOTAL_PROTEIN,NCBI_TAXID,phylum,subphylum,class,subclass,order,family,genus,species,TOTAL_IDP
GCA_001014755.1,Emmonsia parva UAMH 139 (GCA_001014755),Emmonsia_parva_uamh_139_gca_001014755.ASM101475v1,ASM101475v1,30969503,8562,2060905,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces parvus,3993
GCA_001660665.1,Emmonsia sp. CAC-2015a str. CBS 136260 (GCA_001660665),Emmonsia_sp_cac_2015a_gca_001660665.Emmo_afri_EA111,Emmo_afri_EA111,29708924,8769,1658172,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Emmonsia,Emmonsia sp. CAC-2015a,4314
GCA_001078035.1,Encephalitozoon cuniculi EcunIII-L (GCA_001078035),Encephalitozoon_cuniculi_ecuniii_l_gca_001078035.ECIIIL,ECIIIL,2292373,1834,6035,Microsporidia,,,,,Unikaryonidae,Encephalitozoon,Encephalitozoon cuniculi,207
GCA_000277815.3,Encephalitozoon hellem ATCC 50504 (GCA_000277815),Encephalitozoon_hellem_atcc_50504_gca_000277815.ASM27781v3,ASM27781v3,2251784,1928,27973,Microsporidia,,,,,Unikaryonidae,Encephalitozoon,Encephalitozoon hellem,187
GCA_000146465.1,Encephalitozoon intestinalis ATCC 50506 (GCA_000146465),Encephalitozoon_intestinalis_atcc_50506_gca_000146465.ASM14646v1,ASM14646v1,2216898,1939,58839,Microsporidia,,,,,Unikaryonidae,Encephalitozoon,Encephalitozoon intestinalis,193
GCA_000280035.2,Encephalitozoon romaleae SJ-2008 (GCA_000280035),Encephalitozoon_romaleae_sj_2008_gca_000280035.ASM28003v2,ASM28003v2,2187595,1831,571949,Microsporidia,,,,,Unikaryonidae,Encephalitozoon,Encephalitozoon romaleae,171
GCA_000464535.1,Endocarpon pusillum Z07020 (GCA_000464535),Endocarpon_pusillum_z07020_gca_000464535.EPUS,EPUS,37130611,9238,364733,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Verrucariales,Verrucariaceae,Endocarpon,Endocarpon pusillum,4895
GCA_000209485.1,Enterocytozoon bieneusi H348 (GCA_000209485),Enterocytozoon_bieneusi_h348_gca_000209485.ASM20948v1,ASM20948v1,3859738,3632,31281,Microsporidia,,,,,Enterocytozoonidae,Enterocytozoon,Enterocytozoon bieneusi,207
GCA_002081675.1,Enterocytozoon hepatopenaei str. TH1 (GCA_002081675),Enterocytozoon_hepatopenaei_gca_002081675.ASM208167v1,ASM208167v1,3253521,2536,646526,Microsporidia,,,,,Enterocytozoonidae,Enterocytozoon,Enterocytozoon hepatopenaei,313
GCA_002087915.1,Enterospora canceri str. GB1 (GCA_002087915),Enterospora_canceri_gca_002087915.ASM208791v1,ASM208791v1,3095385,2169,1081671,Microsporidia,,,,,Enterocytozoonidae,Enterospora,Enterospora canceri,300
GCA_002116315.1,Epicoccum nigrum str. ICMP 19927 (GCA_002116315),Epicoccum_nigrum_gca_002116315.ASM211631v1,ASM211631v1,34744152,12025,105696,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Epicoccum,Epicoccum nigrum,5236
GCA_000235365.1,Eremothecium cymbalariae DBVPG#7215 (GCA_000235365),Eremothecium_cymbalariae_dbvpg_7215_gca_000235365.ASM23536v1,ASM23536v1,9669424,4434,45285,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Eremothecium,Eremothecium cymbalariae,1486
GCA_000968835.1,Eremothecium gossypii FDAG1 (GCA_000968835),Eremothecium_gossypii_fdag1_gca_000968835.ASM96883v1,ASM96883v1,9157154,4774,33169,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Eremothecium,Eremothecium gossypii,1681
GCA_000798715.1,Erysiphe necator (GCA_000798715),Erysiphe_necator_gca_000798715.ASM79871v1,ASM79871v1,52505057,6484,52586,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe necator,2579
GCA_002918395.1,Erysiphe pulchra (GCA_002918395),Erysiphe_pulchra_gca_002918395.ASM291839v1,ASM291839v1,63509586,6859,225359,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe pulchra,2815
GCA_001278495.1,Escovopsis weberi (GCA_001278495),Escovopsis_weberi_gca_001278495.ASM127849v1,ASM127849v1,27200907,6870,150374,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis,Escovopsis weberi,3451
GCA_000349385.1,Eutypa lata UCREL1 (GCA_000349385),Eutypa_lata_ucrel1_gca_000349385.UCREL1V03,UCREL1V03,54005819,11685,97096,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Diatrypaceae,Eutypa,Eutypa lata,4543
GCA_001632375.1,Exidia glandulosa HHB12029 (GCA_001632375),Exidia_glandulosa_hhb12029_gca_001632375.Exigl1,Exigl1,78161169,26682,5219,Basidiomycota,Agaricomycotina,Agaricomycetes,,Auriculariales,Exidiaceae,Exidia,Exidia glandulosa,8661
GCA_000709125.1,Exophiala aquamarina CBS 119918 (GCA_000709125),Exophiala_aquamarina_cbs_119918_gca_000709125.Exop_aqua_CBS_119918_V1,Exop_aqua_CBS_119918_V1,41566958,13118,1033840,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala aquamarina,4829
GCA_000230625.1,Exophiala dermatitidis NIH/UT8656 (GCA_000230625),Exophiala_dermatitidis_nih_ut8656_gca_000230625.Exop_derm_V1,Exop_derm_V1,26376767,9285,5970,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala dermatitidis,5004
GCA_000836275.1,Exophiala mesophila str. CBS 40295 (GCA_000836275),Exophiala_mesophila_gca_000836275.Exop_meso_CBS40295_V1,Exop_meso_CBS40295_V1,29273723,9181,212818,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala mesophila,5246
GCA_000835515.1,Exophiala oligosperma str. CBS 72588 (GCA_000835515),Exophiala_oligosperma_gca_000835515.Exop_olig_CBS72588_V1,Exop_olig_CBS72588_V1,38224514,11893,215243,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala oligosperma,6098
GCA_000835395.1,Exophiala sideris str. CBS 121828 (GCA_000835395),Exophiala_sideris_gca_000835395.Exop_side_CBS121828_V1,Exop_side_CBS121828_V1,29505589,10191,1016849,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala sideris,5245
GCA_000836115.1,Exophiala spinifera str. CBS 89968 (GCA_000836115),Exophiala_spinifera_gca_000836115.Exop_spin_CBS89968_V1,Exop_spin_CBS89968_V1,32912349,12049,91928,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala spinifera,5259
GCA_000835505.1,Exophiala xenobiotica str. CBS 118157 (GCA_000835505),Exophiala_xenobiotica_gca_000835505.Exop_xeno_CBS118157_V1,Exop_xeno_CBS118157_V1,31405760,12019,348802,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala xenobiotica,5948
GCA_000359705.1,Exserohilum turcica Et28A (GCA_000359705),Exserohilum_turcica_et28a_gca_000359705.Setospaeria_trucica_Et28A_v1.0,Setospaeria trucica Et28A v1.0,43013545,11698,93612,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Exserohilum,Exserohilum turcicum,5148
GCA_000313525.1,Fibroporia radiculosa str. TFFH 294 (GCA_000313525),Fibroporia_radiculosa_gca_000313525.ASM31352v1,ASM31352v1,28378039,9262,599839,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,,Fibroporia,Fibroporia radiculosa,3798
GCA_001630335.1,Fibularhizoctonia sp. CBS 109695 (GCA_001630335),Fibularhizoctonia_sp_cbs_109695_gca_001630335.Fibsp1,Fibsp1,95118143,32847,436010,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Atheliales,Atheliaceae,Fibularhizoctonia,Fibularhizoctonia sp. CBS 109695,9696
GCA_000934395.1,Fistulina hepatica ATCC 64428 (GCA_000934395),Fistulina_hepatica_atcc_64428_gca_000934395.Fishe1,Fishe1,33847808,9387,40457,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Fistulinaceae,Fistulina,Fistulina hepatica,3033
GCA_000271605.1,Fomitiporia mediterranea MF3/22 (GCA_000271605),Fomitiporia_mediterranea_mf3_22_gca_000271605.Fomme1,Fomme1,63354419,533,208960,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Fomitiporia,Fomitiporia mediterranea,160
GCA_000344655.2,Fomitopsis pinicola FP-58527 SS1 (GCA_000344655),Fomitopsis_pinicola_fp_58527_ss1_gca_000344655.Fompi3,Fompi3,41614358,13851,40483,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis pinicola,5266
GCA_001651985.1,Fonsecaea erecta (GCA_001651985),Fonsecaea_erecta_gca_001651985.ASM165198v1,ASM165198v1,34747975,12090,1367422,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea erecta,5462
GCA_001642475.1,Fonsecaea monophora (GCA_001642475),Fonsecaea_monophora_gca_001642475.ASM164247v1,ASM164247v1,35229797,11984,254056,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea monophora,5348
GCA_000836435.1,Fonsecaea multimorphosa CBS 102226 (GCA_000836435),Fonsecaea_multimorphosa_cbs_102226_gca_000836435.Fons_mult_CBS_102226_V1,Fons_mult_CBS_102226_V1,33447075,12369,979981,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea multimorphosa,5507
GCA_001646985.1,Fonsecaea multimorphosa (GCA_001646985),Fonsecaea_multimorphosa_gca_001646985.ASM164698v1,ASM164698v1,33391590,11804,979981,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea multimorphosa,5338
GCA_001646965.1,Fonsecaea nubica (GCA_001646965),Fonsecaea_nubica_gca_001646965.ASM164696v1,ASM164696v1,33787447,11681,856822,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea nubica,5304
GCA_000835455.1,Fonsecaea pedrosoi CBS 271.37 (GCA_000835455),Fonsecaea_pedrosoi_cbs_271_37_gca_000835455.Fons_pedr_CBS_271_37_V1,Fons_pedr_CBS_271_37_V1,34688880,12527,40355,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea pedrosoi,5508
GCA_900074845.1,Fusarium culmorum UK99,Fusarium_culmorum.EF1,EF 1,41928875,12465,5516,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium culmorum,5065
GCA_000315255.1,Fusarium fujikuroi,Fusarium_fujikuroi.EF1,EF 1,43847810,14815,5127,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi,5812
GCA_001023035.1,Fusarium fujikuroi (GCA_001023035),Fusarium_fujikuroi_gca_001023035.ASM102303v1,ASM102303v1,43110459,14799,5127,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi,5686
GCA_001023045.1,Fusarium fujikuroi (GCA_001023045),Fusarium_fujikuroi_gca_001023045.ASM102304v1,ASM102304v1,43096072,14830,5127,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi,5666
GCA_001023065.1,Fusarium fujikuroi (GCA_001023065),Fusarium_fujikuroi_gca_001023065.ASM102306v1,ASM102306v1,43499819,15182,5127,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi,5780
GCA_900096505.1,Fusarium fujikuroi (GCA_900096505),Fusarium_fujikuroi_gca_900096505.version_1,version 1,43998436,15852,5127,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi,5922
GCA_900096685.1,Fusarium fujikuroi (GCA_900096685),Fusarium_fujikuroi_gca_900096685.version_1,version 1,46063609,16054,5127,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi,6015
GCA_900096705.1,Fusarium fujikuroi (GCA_900096705),Fusarium_fujikuroi_gca_900096705.version_1,version 1,46133096,16088,5127,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi,6006
GCA_900044135.1,Fusarium graminearum str. PH-1,Fusarium_graminearum.RR1,RR 1,38047942,14145,5518,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum,5501
GCA_000240135.3,Fusarium graminearum PH-1 (GCA_000240135),Fusarium_graminearum_gca_000240135.ASM24013v3,ASM24013v3,36565771,13313,5518,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum,5191
GCA_000599445.1,Fusarium graminearum str. CS3005 (GCA_000599445),Fusarium_graminearum_gca_000599445.CS3005v1,CS3005v1,36667552,13355,5518,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum,5347
GCA_001292635.1,Fusarium langsethiae str. Fl201059 (GCA_001292635),Fusarium_langsethiae_gca_001292635.ASM129263v1,ASM129263v1,37543021,11940,179993,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium langsethiae,5162
GCA_900044065.1,Fusarium mangiferae (GCA_900044065),Fusarium_mangiferae_gca_900044065.Genome_assembly_version_1,Genome assembly version 1,46292722,15804,192010,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium mangiferae,6028
GCA_002894225.1,Fusarium nygamai (GCA_002894225),Fusarium_nygamai_gca_002894225.CS10214v1,CS10214v1,50242135,16019,42673,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium nygamai,6084
GCA_000222805.1,Fusarium oxysporum,Fusarium_oxysporum.FO2,FO2,61470697,17696,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,6255
GCA_000260215.2,Fusarium oxysporum f. sp. conglutinans race 2 54008 str. 54008 (PHW808) (GCA_000260215),Fusarium_oxysporum_f_sp_conglutinans_race_2_54008_gca_000260215.FO_PHW808_V1,FO_PHW808_V1,53575352,19854,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,10278
GCA_000350345.1,Fusarium oxysporum f. sp. cubense race 1 (GCA_000350345),Fusarium_oxysporum_f_sp_cubense_race_1_gca_000350345.Foc1_1.0,Foc1_1.0,47657417,15438,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,5595
GCA_000350365.1,Fusarium oxysporum f. sp. cubense race 4 (GCA_000350365),Fusarium_oxysporum_f_sp_cubense_race_4_gca_000350365.Foc4_1.0,Foc4_1.0,52926277,14459,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,5236
GCA_000260195.2,Fusarium oxysporum f. sp. cubense tropical race 4 54006 str. 54006 (II5) (GCA_000260195),Fusarium_oxysporum_f_sp_cubense_tropical_race_4_54006_gca_000260195.FO_II5_V1,FO_II5_V1,46553780,16634,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,9317
GCA_000149955.2,Fusarium oxysporum f. sp. lycopersici 4287 (GCA_000149955),Fusarium_oxysporum_f_sp_lycopersici_4287_gca_000149955.ASM14995v2,ASM14995v2,61471697,20925,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,10587
GCA_000259975.2,Fusarium oxysporum f. sp. lycopersici MN25 (GCA_000259975),Fusarium_oxysporum_f_sp_lycopersici_mn25_gca_000259975.FO_MN25_V1,FO_MN25_V1,48637398,17931,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,9973
GCA_000260495.2,Fusarium oxysporum f. sp. melonis 26406 str. 26406 (melonis) (GCA_000260495),Fusarium_oxysporum_f_sp_melonis_26406_gca_000260495.FO_melonis_V1,FO_melonis_V1,54034280,19661,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,10564
GCA_000260075.2,Fusarium oxysporum f. sp. pisi HDV247 (GCA_000260075),Fusarium_oxysporum_f_sp_pisi_hdv247_gca_000260075.FO_HDV247_V1,FO_HDV247_V1,55188216,19623,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,10549
GCA_001702695.2,Fusarium oxysporum f. sp. radicis-cucumerinum (GCA_001702695),Fusarium_oxysporum_f_sp_radicis_cucumerinum_gca_001702695.ASM170269v2,ASM170269v2,52908293,16795,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,6418
GCA_000260155.3,Fusarium oxysporum f. sp. radicis-lycopersici 26381 str. 26381 (CL57) (GCA_000260155),Fusarium_oxysporum_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,FO_CL57_V1,49359289,18238,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,9930
GCA_000260235.2,Fusarium oxysporum f. sp. raphani 54005 (GCA_000260235),Fusarium_oxysporum_f_sp_raphani_54005_gca_000260235.FO_PHW815_V1,FO_PHW815_V1,53499362,19306,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,10297
GCA_000260175.2,Fusarium oxysporum f. sp. vasinfectum 25433 str. 25433 (Cotton) (GCA_000260175),Fusarium_oxysporum_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,FO_Cotton_V1,52914414,18905,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,10063
GCA_000271705.2,Fusarium oxysporum Fo47 (GCA_000271705),Fusarium_oxysporum_fo47_gca_000271705.FO_Fo47_V1,FO_Fo47_V1,49664628,18191,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,9950
GCA_000271745.2,Fusarium oxysporum FOSC 3-a (GCA_000271745),Fusarium_oxysporum_fosc_3_a_gca_000271745.FO_FOSC_3_a_V1,FO_FOSC_3_a_V1,47906303,17280,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,9690
GCA_900096695.1,Fusarium oxysporum (GCA_900096695),Fusarium_oxysporum_gca_900096695.version_1,version 1,49085590,16976,5507,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,6230
GCA_001675295.1,Fusarium poae (GCA_001675295),Fusarium_poae_gca_001675295.FPOA1.0,FPOA1.0,46476831,14740,36050,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium poae,6420
GCA_900067095.1,Fusarium proliferatum ET1 (GCA_900067095),Fusarium_proliferatum_et1_gca_900067095.F._proliferatum_ET1_version_1,F. proliferatum ET1 version 1,45210324,16143,948311,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium proliferatum,6030
GCA_900029915.1,Fusarium proliferatum (GCA_900029915),Fusarium_proliferatum_gca_900029915.F._proliferatum_NRRL62905_version_1,F. proliferatum NRRL62905 version 1,43166078,15254,948311,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium proliferatum,5770
GCA_000303195.1,Fusarium pseudograminearum,Fusarium_pseudograminearum.GCA_000303195.1,FP7,36932859,12448,101028,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium pseudograminearum,5192
GCA_000151355.1,Fusarium solani,Fusarium_solani.v2.0,v2.0,51291997,15705,140110,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium solani,5668
GCA_900007375.1,Fusarium venenatum (GCA_900007375),Fusarium_venenatum_gca_900007375.ASM90000737v1,ASM90000737v1,38660186,13946,56646,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium venenatum,5381
GCA_000149555.1,Fusarium verticillioides,Fusarium_verticillioides.ASM14955v1,ASM14955v1,41885085,14166,117187,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium verticillioides,5089
GCA_000145635.1,Gaeumannomyces tritici R3-111a-1,Gaeumannomyces_graminis.Gae_graminis_V2,Gae_graminis_V2,43768664,14458,36779,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces tritici,7410
GCA_000697645.1,Galerina marginata CBS 339.88 (GCA_000697645),Galerina_marginata_cbs_339_88_gca_000697645.Galma1,Galma1,59418196,21388,109633,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Galerina,Galerina marginata,6632
GCA_002760635.1,Ganoderma sinense ZZ0214-1 (GCA_002760635),Ganoderma_sinense_zz0214_1_gca_002760635.GanSi1.6,GanSi1.6,48955697,15478,36075,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Ganoderma,Ganoderma sinense,6435
GCA_000320605.2,Gelatoporia subvermispora B (GCA_000320605),Gelatoporia_subvermispora_b_gca_000320605.Ceriporiopsis_subvermispora_B_v1.0,Ceriporiopsis subvermispora B v1.0,38969650,12122,42742,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Gelatoporiaceae,Gelatoporia,Gelatoporia subvermispora,4647
GCA_000409485.1,Glarea lozoyensis ATCC 20868 str. 1224 (GCA_000409485),Glarea_lozoyensis_atcc_20868_gca_000409485.GLAREA,GLAREA,39509734,13083,101852,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Glarea,Glarea lozoyensis,5495
GCA_000344685.1,Gloeophyllum trabeum ATCC 11539 (GCA_000344685),Gloeophyllum_trabeum_atcc_11539_gca_000344685.Glotr1_1,Glotr1_1,37178225,11755,104355,Basidiomycota,Agaricomycotina,Agaricomycetes,,Gloeophyllales,Gloeophyllaceae,Gloeophyllum,Gloeophyllum trabeum,4577
GCA_001574975.1,Gonapodya prolifera JEL478 (GCA_001574975),Gonapodya_prolifera_jel478_gca_001574975.Ganpr1,Ganpr1,48794828,13827,1123529,Chytridiomycota,,Monoblepharidomycetes,,Monoblepharidales,Gonapodyaceae,Gonapodya,Gonapodya prolifera,5770
GCA_001683735.1,Grifola frondosa str. 9006-11 (GCA_001683735),Grifola_frondosa_gca_001683735.ASM168373v1,ASM168373v1,39289314,15039,5627,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Grifolaceae,Grifola,Grifola frondosa,5336
GCA_000143105.2,Grosmannia clavigera kw1407 (GCA_000143105),Grosmannia_clavigera_kw1407_gca_000143105.Sanger-454-IlluminaPA_2.0,Sanger-454-IlluminaPA_2.0,29794006,8312,226899,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Grosmannia,Grosmannia clavigera,4074
