ACCESSION,SPECIES,ASM_NAME,NCBI_TAXID,ASM_LENGTH,TOTAL_PROTEIN,DNA_URL,PEP_URL,FILENAME,phylum,subphylum,class,subclass,order,family,genus,TOTAL_IDP,NAME
GCA_001660665.1,Emmonsia sp. CAC-2015a str. CBS 136260 (GCA_001660665),Emmo_afri_EA111,1658172,29708924,8769,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/emmonsia_sp_cac_2015a_gca_001660665/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/emmonsia_sp_cac_2015a_gca_001660665/pep,Emmonsia_sp_cac_2015a_gca_001660665.Emmo_afri_EA111,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Emmonsia,4314,Emmonsia_sp
GCA_001078035.1,Encephalitozoon cuniculi EcunIII-L (GCA_001078035),ECIIIL,6035,2292373,1834,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/encephalitozoon_cuniculi_ecuniii_l_gca_001078035/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/encephalitozoon_cuniculi_ecuniii_l_gca_001078035/pep,Encephalitozoon_cuniculi_ecuniii_l_gca_001078035.ECIIIL,Microsporidia,,,,,Unikaryonidae,Encephalitozoon,207,Encephalitozoon_cuniculi
GCA_000277815.3,Encephalitozoon hellem ATCC 50504 (GCA_000277815),ASM27781v3,27973,2251784,1928,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/encephalitozoon_hellem_atcc_50504_gca_000277815/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/encephalitozoon_hellem_atcc_50504_gca_000277815/pep,Encephalitozoon_hellem_atcc_50504_gca_000277815.ASM27781v3,Microsporidia,,,,,Unikaryonidae,Encephalitozoon,187,Encephalitozoon_hellem
GCA_000146465.1,Encephalitozoon intestinalis ATCC 50506 (GCA_000146465),ASM14646v1,58839,2216898,1939,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/encephalitozoon_intestinalis_atcc_50506_gca_000146465/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/encephalitozoon_intestinalis_atcc_50506_gca_000146465/pep,Encephalitozoon_intestinalis_atcc_50506_gca_000146465.ASM14646v1,Microsporidia,,,,,Unikaryonidae,Encephalitozoon,193,Encephalitozoon_intestinalis
GCA_000280035.2,Encephalitozoon romaleae SJ-2008 (GCA_000280035),ASM28003v2,571949,2187595,1831,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/encephalitozoon_romaleae_sj_2008_gca_000280035/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/encephalitozoon_romaleae_sj_2008_gca_000280035/pep,Encephalitozoon_romaleae_sj_2008_gca_000280035.ASM28003v2,Microsporidia,,,,,Unikaryonidae,Encephalitozoon,171,Encephalitozoon_romaleae
GCA_000464535.1,Endocarpon pusillum Z07020 (GCA_000464535),EPUS,364733,37130611,9238,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/endocarpon_pusillum_z07020_gca_000464535/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/endocarpon_pusillum_z07020_gca_000464535/pep,Endocarpon_pusillum_z07020_gca_000464535.EPUS,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Verrucariales,Verrucariaceae,Endocarpon,4895,Endocarpon_pusillum
GCA_000209485.1,Enterocytozoon bieneusi H348 (GCA_000209485),ASM20948v1,31281,3859738,3632,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/enterocytozoon_bieneusi_h348_gca_000209485/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/enterocytozoon_bieneusi_h348_gca_000209485/pep,Enterocytozoon_bieneusi_h348_gca_000209485.ASM20948v1,Microsporidia,,,,,Enterocytozoonidae,Enterocytozoon,207,Enterocytozoon_bieneusi
GCA_002081675.1,Enterocytozoon hepatopenaei str. TH1 (GCA_002081675),ASM208167v1,646526,3253521,2536,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/enterocytozoon_hepatopenaei_gca_002081675/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/enterocytozoon_hepatopenaei_gca_002081675/pep,Enterocytozoon_hepatopenaei_gca_002081675.ASM208167v1,Microsporidia,,,,,Enterocytozoonidae,Enterocytozoon,313,Enterocytozoon_hepatopenaei
GCA_002087915.1,Enterospora canceri str. GB1 (GCA_002087915),ASM208791v1,1081671,3095385,2169,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/enterospora_canceri_gca_002087915/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/enterospora_canceri_gca_002087915/pep,Enterospora_canceri_gca_002087915.ASM208791v1,Microsporidia,,,,,Enterocytozoonidae,Enterospora,300,Enterospora_canceri
GCA_002116315.1,Epicoccum nigrum str. ICMP 19927 (GCA_002116315),ASM211631v1,105696,34744152,12025,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/epicoccum_nigrum_gca_002116315/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/epicoccum_nigrum_gca_002116315/pep,Epicoccum_nigrum_gca_002116315.ASM211631v1,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Epicoccum,5236,Epicoccum_nigrum
GCA_000235365.1,Eremothecium cymbalariae DBVPG#7215 (GCA_000235365),ASM23536v1,45285,9669424,4434,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/eremothecium_cymbalariae_dbvpg_7215_gca_000235365/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/eremothecium_cymbalariae_dbvpg_7215_gca_000235365/pep,Eremothecium_cymbalariae_dbvpg_7215_gca_000235365.ASM23536v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Eremothecium,1486,Eremothecium_cymbalariae
GCA_000968835.1,Eremothecium gossypii FDAG1 (GCA_000968835),ASM96883v1,33169,9157154,4774,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/eremothecium_gossypii_fdag1_gca_000968835/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/eremothecium_gossypii_fdag1_gca_000968835/pep,Eremothecium_gossypii_fdag1_gca_000968835.ASM96883v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Eremothecium,1681,Eremothecium_gossypii
GCA_000798715.1,Erysiphe necator (GCA_000798715),ASM79871v1,52586,52505057,6484,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/erysiphe_necator_gca_000798715/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/erysiphe_necator_gca_000798715/pep,Erysiphe_necator_gca_000798715.ASM79871v1,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Erysiphe,2579,Erysiphe_necator
GCA_002918395.1,Erysiphe pulchra (GCA_002918395),ASM291839v1,225359,63509586,6859,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/erysiphe_pulchra_gca_002918395/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/erysiphe_pulchra_gca_002918395/pep,Erysiphe_pulchra_gca_002918395.ASM291839v1,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Erysiphe,2815,Erysiphe_pulchra
GCA_001278495.1,Escovopsis weberi (GCA_001278495),ASM127849v1,150374,27200907,6870,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/escovopsis_weberi_gca_001278495/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/escovopsis_weberi_gca_001278495/pep,Escovopsis_weberi_gca_001278495.ASM127849v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis,3451,Escovopsis_weberi
GCA_000349385.1,Eutypa lata UCREL1 (GCA_000349385),UCREL1V03,97096,54005819,11685,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/eutypa_lata_ucrel1_gca_000349385/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/eutypa_lata_ucrel1_gca_000349385/pep,Eutypa_lata_ucrel1_gca_000349385.UCREL1V03,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Diatrypaceae,Eutypa,4543,Eutypa_lata
GCA_001632375.1,Exidia glandulosa HHB12029 (GCA_001632375),Exigl1,5219,78161169,26682,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/exidia_glandulosa_hhb12029_gca_001632375/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/exidia_glandulosa_hhb12029_gca_001632375/pep,Exidia_glandulosa_hhb12029_gca_001632375.Exigl1,Basidiomycota,Agaricomycotina,Agaricomycetes,,Auriculariales,Exidiaceae,Exidia,8661,Exidia_glandulosa
GCA_000709125.1,Exophiala aquamarina CBS 119918 (GCA_000709125),Exop_aqua_CBS_119918_V1,1033840,41566958,13118,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/exophiala_aquamarina_cbs_119918_gca_000709125/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/exophiala_aquamarina_cbs_119918_gca_000709125/pep,Exophiala_aquamarina_cbs_119918_gca_000709125.Exop_aqua_CBS_119918_V1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,4829,Exophiala_aquamarina
GCA_000230625.1,Exophiala dermatitidis NIH/UT8656 (GCA_000230625),Exop_derm_V1,5970,26376767,9285,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/exophiala_dermatitidis_nih_ut8656_gca_000230625/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/exophiala_dermatitidis_nih_ut8656_gca_000230625/pep,Exophiala_dermatitidis_nih_ut8656_gca_000230625.Exop_derm_V1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,5004,Exophiala_dermatitidis
GCA_000836275.1,Exophiala mesophila str. CBS 40295 (GCA_000836275),Exop_meso_CBS40295_V1,212818,29273723,9181,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/exophiala_mesophila_gca_000836275/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/exophiala_mesophila_gca_000836275/pep,Exophiala_mesophila_gca_000836275.Exop_meso_CBS40295_V1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,5246,Exophiala_mesophila
GCA_000835515.1,Exophiala oligosperma str. CBS 72588 (GCA_000835515),Exop_olig_CBS72588_V1,215243,38224514,11893,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/exophiala_oligosperma_gca_000835515/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/exophiala_oligosperma_gca_000835515/pep,Exophiala_oligosperma_gca_000835515.Exop_olig_CBS72588_V1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,6098,Exophiala_oligosperma
GCA_000835395.1,Exophiala sideris str. CBS 121828 (GCA_000835395),Exop_side_CBS121828_V1,1016849,29505589,10191,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/exophiala_sideris_gca_000835395/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/exophiala_sideris_gca_000835395/pep,Exophiala_sideris_gca_000835395.Exop_side_CBS121828_V1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,5245,Exophiala_sideris
GCA_000836115.1,Exophiala spinifera str. CBS 89968 (GCA_000836115),Exop_spin_CBS89968_V1,91928,32912349,12049,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/exophiala_spinifera_gca_000836115/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/exophiala_spinifera_gca_000836115/pep,Exophiala_spinifera_gca_000836115.Exop_spin_CBS89968_V1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,5259,Exophiala_spinifera
GCA_000835505.1,Exophiala xenobiotica str. CBS 118157 (GCA_000835505),Exop_xeno_CBS118157_V1,348802,31405760,12019,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/exophiala_xenobiotica_gca_000835505/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/exophiala_xenobiotica_gca_000835505/pep,Exophiala_xenobiotica_gca_000835505.Exop_xeno_CBS118157_V1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,5948,Exophiala_xenobiotica
GCA_000359705.1,Exserohilum turcica Et28A (GCA_000359705),Setospaeria trucica Et28A v1.0,93612,43013545,11698,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/exserohilum_turcica_et28a_gca_000359705/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/exserohilum_turcica_et28a_gca_000359705/pep,Exserohilum_turcica_et28a_gca_000359705.Setospaeria_trucica_Et28A_v1.0,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Exserohilum,5148,Exserohilum_turcica
GCA_000313525.1,Fibroporia radiculosa str. TFFH 294 (GCA_000313525),ASM31352v1,599839,28378039,9262,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/fibroporia_radiculosa_gca_000313525/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/fibroporia_radiculosa_gca_000313525/pep,Fibroporia_radiculosa_gca_000313525.ASM31352v1,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,,Fibroporia,3798,Fibroporia_radiculosa
GCA_001630335.1,Fibularhizoctonia sp. CBS 109695 (GCA_001630335),Fibsp1,436010,95118143,32847,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/fibularhizoctonia_sp_cbs_109695_gca_001630335/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/fibularhizoctonia_sp_cbs_109695_gca_001630335/pep,Fibularhizoctonia_sp_cbs_109695_gca_001630335.Fibsp1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Atheliales,Atheliaceae,Fibularhizoctonia,9696,Fibularhizoctonia_sp
GCA_000934395.1,Fistulina hepatica ATCC 64428 (GCA_000934395),Fishe1,40457,33847808,9387,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/fistulina_hepatica_atcc_64428_gca_000934395/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/fistulina_hepatica_atcc_64428_gca_000934395/pep,Fistulina_hepatica_atcc_64428_gca_000934395.Fishe1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Fistulinaceae,Fistulina,3033,Fistulina_hepatica
GCA_000271605.1,Fomitiporia mediterranea MF3/22 (GCA_000271605),Fomme1,208960,63354419,533,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/fomitiporia_mediterranea_mf3_22_gca_000271605/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/fomitiporia_mediterranea_mf3_22_gca_000271605/pep,Fomitiporia_mediterranea_mf3_22_gca_000271605.Fomme1,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Fomitiporia,160,Fomitiporia_mediterranea
GCA_000344655.2,Fomitopsis pinicola FP-58527 SS1 (GCA_000344655),Fompi3,40483,41614358,13851,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/fomitopsis_pinicola_fp_58527_ss1_gca_000344655/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/fomitopsis_pinicola_fp_58527_ss1_gca_000344655/pep,Fomitopsis_pinicola_fp_58527_ss1_gca_000344655.Fompi3,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fomitopsidaceae,Fomitopsis,5266,Fomitopsis_pinicola
GCA_001651985.1,Fonsecaea erecta (GCA_001651985),ASM165198v1,1367422,34747975,12090,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_erecta_gca_001651985/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_erecta_gca_001651985/pep,Fonsecaea_erecta_gca_001651985.ASM165198v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,5462,Fonsecaea_erecta
GCA_001642475.1,Fonsecaea monophora (GCA_001642475),ASM164247v1,254056,35229797,11984,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_monophora_gca_001642475/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_monophora_gca_001642475/pep,Fonsecaea_monophora_gca_001642475.ASM164247v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,5348,Fonsecaea_monophora
GCA_000836435.1,Fonsecaea multimorphosa CBS 102226 (GCA_000836435),Fons_mult_CBS_102226_V1,979981,33447075,12369,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/fonsecaea_multimorphosa_cbs_102226_gca_000836435/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/fonsecaea_multimorphosa_cbs_102226_gca_000836435/pep,Fonsecaea_multimorphosa_cbs_102226_gca_000836435.Fons_mult_CBS_102226_V1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,5507,Fonsecaea_multimorphosa
GCA_001646985.1,Fonsecaea multimorphosa (GCA_001646985),ASM164698v1,979981,33391590,11804,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_multimorphosa_gca_001646985/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_multimorphosa_gca_001646985/pep,Fonsecaea_multimorphosa_gca_001646985.ASM164698v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,5338,Fonsecaea_multimorphosa
GCA_001646965.1,Fonsecaea nubica (GCA_001646965),ASM164696v1,856822,33787447,11681,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_nubica_gca_001646965/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fonsecaea_nubica_gca_001646965/pep,Fonsecaea_nubica_gca_001646965.ASM164696v1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,5304,Fonsecaea_nubica
GCA_000835455.1,Fonsecaea pedrosoi CBS 271.37 (GCA_000835455),Fons_pedr_CBS_271_37_V1,40355,34688880,12527,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/fonsecaea_pedrosoi_cbs_271_37_gca_000835455/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/fonsecaea_pedrosoi_cbs_271_37_gca_000835455/pep,Fonsecaea_pedrosoi_cbs_271_37_gca_000835455.Fons_pedr_CBS_271_37_V1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,5508,Fonsecaea_pedrosoi
GCA_900074845.1,Fusarium culmorum UK99,EF 1,5516,41928875,12465,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fusarium_culmorum/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fusarium_culmorum/pep,Fusarium_culmorum.EF1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,5065,Fusarium_culmorum
GCA_000315255.1,Fusarium fujikuroi,EF 1,5127,43847810,14815,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fusarium_fujikuroi/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fusarium_fujikuroi/pep,Fusarium_fujikuroi.EF1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,5812,Fusarium_fujikuroi
GCA_001023035.1,Fusarium fujikuroi (GCA_001023035),ASM102303v1,5127,43110459,14799,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/fusarium_fujikuroi_gca_001023035/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/fusarium_fujikuroi_gca_001023035/pep,Fusarium_fujikuroi_gca_001023035.ASM102303v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,5686,Fusarium_fujikuroi
GCA_001023045.1,Fusarium fujikuroi (GCA_001023045),ASM102304v1,5127,43096072,14830,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fusarium_fujikuroi_gca_001023045/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fusarium_fujikuroi_gca_001023045/pep,Fusarium_fujikuroi_gca_001023045.ASM102304v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,5666,Fusarium_fujikuroi
GCA_001023065.1,Fusarium fujikuroi (GCA_001023065),ASM102306v1,5127,43499819,15182,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/fusarium_fujikuroi_gca_001023065/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/fusarium_fujikuroi_gca_001023065/pep,Fusarium_fujikuroi_gca_001023065.ASM102306v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,5780,Fusarium_fujikuroi
GCA_900096505.1,Fusarium fujikuroi (GCA_900096505),version 1,5127,43998436,15852,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fusarium_fujikuroi_gca_900096505/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/fusarium_fujikuroi_gca_900096505/pep,Fusarium_fujikuroi_gca_900096505.version_1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,5922,Fusarium_fujikuroi
